Ward number,Ward Name,connections,consumption_ML,demand_LPS,demand_m3_s,Node,Supplied_LPS,Pressure(m),Shortage_LPS,Shortage_pct,Leakage_pct,Demand_m3_day,Supplied_m3_day,Shortage_m3_day,Explanation
25,Horamavu,6532,122.770924,1420.9597685185186,1.4209597685185185,J25,1360.8210245113842,9.3550100457848,60.13874400713439,4.232262259601803,1.0,122770.92400000001,117574.9365177836,5195.987482216412,Satisfactory supply.
26,Ramamurthynagar,9330,263.872784,3054.0831481481487,3.0540831481481487,J26,2601.892566167059,10.867541535798882,452.1905819810895,14.806099246357338,1.0,263872.78400000004,224803.5177168339,39069.26628316614,"Moderate shortage: partial supply, review local distribution trunk and pressures."
27,Banasawadi,9609,288.539625,3339.5789930555557,3.3395789930555555,J27,2999.4391616974117,10.240799877311678,340.13983135814397,10.185111119259144,1.0,288539.625,259151.5435706564,29388.08142934364,"Moderate shortage: partial supply, review local distribution trunk and pressures."
28,Kammanahalli,6628,183.093704,2119.1400925925927,2.119140092592593,J28,1803.3239343186688,146.86736002153262,315.816158273924,14.90303351712576,2.7373472004306523,183093.70400000003,155807.18792513298,27286.51607486703,"Moderate shortage: partial supply, review local distribution trunk and pressures."
29,Kacharakanahalli,4861,134.685729,1558.8626041666669,1.5588626041666669,J29,1352.0685522184906,8.910809453480557,206.79405194817627,13.265700992213086,1.0,134685.72900000002,116818.7229116776,17867.006088322432,"Moderate shortage: partial supply, review local distribution trunk and pressures."
30,Kadugondanahalli,5210,138.964754,1608.3883564814814,1.6083883564814814,J30,1402.2251008971607,9.749548479002485,206.16325558432072,12.818002241406704,1.0,138964.75400000002,121152.2487175147,17812.505282485312,"Moderate shortage: partial supply, review local distribution trunk and pressures."
31,Kushalnagar,3137,58.157739,673.1219791666666,0.6731219791666666,J31,657.2299640257185,9.101064561883437,15.89201514094816,2.3609413498312257,1.0,58157.739,56784.668891822075,1373.0701081779212,Satisfactory supply.
32,Kavalbyrasandra,5576,112.744608,1304.9144444444446,1.3049144444444445,J32,1252.0391373380312,101.50323902385215,52.8753071064134,4.052013320223808,1.830064780477043,112744.60800000002,108176.1814660059,4568.4265339941185,Satisfactory supply.
33,Manorayanapalya,2664,59.735868,691.3873611111111,0.6913873611111111,J33,685.8939767601582,117.81606964374353,5.4933843509528515,0.7945450929453748,2.1563213928748706,59735.868,59261.239592077676,474.6284079223264,Satisfactory supply.
34,Gangenahalli,2322,48.011764,555.6917129629629,0.5556917129629629,J34,553.769176124371,9.691813297946993,1.9225368385918955,0.34597183901499595,1.0,48011.764,47845.65681714566,166.10718285433978,Satisfactory supply.
35,Aramane Nagar,2953,79.791557,923.5133912037036,0.9235133912037036,J35,915.0228949386277,92.97610259955331,8.490496265075876,0.9193690471569014,1.6595220519910663,79791.557,79057.97812269744,733.5788773025557,Satisfactory supply.
36,Mathikere,4135,90.985492,1053.072824074074,1.053072824074074,J36,1035.2430776046804,9.807340398363442,17.82974646939374,1.6931161892883086,1.0,90985.49200000001,89445.0019050444,1540.4900949556193,Satisfactory supply.
37,Yeshwanthpur,3208,61.783584,715.0877777777778,0.7150877777777778,J37,711.401338938347,9.326677731794057,3.6864388394308207,0.5155225629623928,1.0,61783.584,61465.07568427318,318.50831572682296,Satisfactory supply.
38,H.M.T,3654,137.555591,1592.078599537037,1.592078599537037,J38,1377.1877120337797,131.1158445582046,214.89088750325732,13.497504932592259,2.422316891164092,137555.59100000001,118989.01831971857,18566.572680281435,"Moderate shortage: partial supply, review local distribution trunk and pressures."
39,Chokkasandra,5811,140.930617,1631.141400462963,1.631141400462963,J39,1351.8969428810776,9.217134717832096,279.2444575818854,17.11957390711977,1.0,140930.61700000003,116803.89586492511,24126.7211350749,"Moderate shortage: partial supply, review local distribution trunk and pressures."
40,Doddabidirakalu,1,-2e-06,-2.3148148148148147e-05,-2.3148148148148148e-08,J40,0.0,96.29882672691267,0.0,0.0,1.7259765345382534,-0.002,0.0,0.0,Satisfactory supply.
41,Peenya Industrial Area,7549,195.207224,2259.3428703703703,2.25934287037037,J41,1999.2570102084526,9.253675755800296,260.0858601619177,11.511571066647457,1.0,195207.22400000002,172735.8056820103,22471.41831798969,"Moderate shortage: partial supply, review local distribution trunk and pressures."
42,Lakshmidevinagar,5141,105.117626,1216.639189814815,1.216639189814815,J42,1208.7340777334744,113.09335472946199,7.905112081340576,0.6497499133283563,2.06186709458924,105117.62600000002,104434.6243161722,683.0016838278258,Satisfactory supply.
43,Nandini Layout,6437,154.325416,1786.1737962962964,1.7861737962962965,J43,1474.1310822515884,100.87846276899505,312.04271404470796,17.46989652920344,1.817569255379901,154325.41600000003,127364.92550653724,26960.49049346277,"Moderate shortage: partial supply, review local distribution trunk and pressures."
44,Marappanahalli,4439,124.247324,1438.0477314814816,1.4380477314814817,J44,1406.3837080539251,10.89426211758974,31.664023427556458,2.2018756912147888,1.0,124247.32400000002,121511.55237585914,2735.771624140878,Satisfactory supply.
45,Malleshwaram,3652,105.58145,1222.007523148148,1.222007523148148,J45,1162.6766921350109,86.15093572670283,59.330831013137185,4.8551935965409205,1.5230187145340566,105581.45,100455.26620046495,5126.183799535053,Satisfactory supply.
46,Jayachamarajendra Nagar,5320,181.330459,2098.732164351852,2.098732164351852,J46,1731.5505613330172,10.194457618223552,367.18160301883495,17.495400759354684,1.0,181330.45900000003,149605.96849917268,31724.49050082734,"Moderate shortage: partial supply, review local distribution trunk and pressures."
47,Devarajeevanahalli,3766,80.001968,925.9487037037036,0.9259487037037036,J47,910.5546653919661,10.382943995459627,15.394038311737518,1.6625152397927532,1.0,80001.968,78671.92308986587,1330.0449101341217,Satisfactory supply.
48,Muneshwaranagar,2197,37.13181,429.7663194444444,0.4297663194444444,J48,420.84692681760754,8.718468387731619,8.919392626836839,2.0754052198336224,1.0,37131.81,36361.17447704129,770.635522958703,Satisfactory supply.
49,Lingarajapura,5721,95.288697,1102.8784375,1.1028784375,J49,1083.9682141828923,9.691919740470654,18.910223317107693,1.7146244476384274,1.0,95288.69700000001,93654.8537054019,1633.8432945981049,Satisfactory supply.
50,Benniganahalli,5855,367.850544,4257.529444444444,4.257529444444445,J50,3808.69836796484,88.61652520311961,448.83107647960423,10.542054549153475,1.5723305040623923,367850.544,329071.5389921622,38779.00500783781,"Moderate shortage: partial supply, review local distribution trunk and pressures."
51,Vijinapura,6196,129.934883,1503.8759606481483,1.5038759606481482,J51,1229.2552563768652,110.61802222706157,274.6207042712831,18.26086136471825,2.0123604445412315,129934.88300000002,106207.65415096116,23727.22884903886,"Moderate shortage: partial supply, review local distribution trunk and pressures."
52,K.R.Puram,8831,168.301882,1947.938449074074,1.947938449074074,J52,1752.3910851363378,78.28897286067391,195.54736393773624,10.038682897331125,1.365779457213478,168301.882,151406.5897557796,16895.29224422041,"Moderate shortage: partial supply, review local distribution trunk and pressures."
53,Basavanapura,8086,188.70491,2184.0846064814814,2.1840846064814814,J53,1848.6013123659682,9.367297936871465,335.4832941155132,15.360361641665998,1.0,188704.91,159719.15338841965,28985.756611580346,"Moderate shortage: partial supply, review local distribution trunk and pressures."
54,Hoodi,5137,315.296895,3649.269618055556,3.649269618055556,J54,3062.601012207354,11.190893072385592,586.6686058482019,16.076329437143567,1.0,315296.895,264608.7274547154,50688.16754528465,"Moderate shortage: partial supply, review local distribution trunk and pressures."
55,Devasandra,3223,81.481933,943.0779282407408,0.9430779282407408,J55,897.3170428310425,80.90040183607124,45.76088540969829,4.8522909973158495,1.4180080367214247,81481.933,77528.19250060208,3953.7404993979326,Satisfactory supply.
56,A. Narayanapura,8396,228.107695,2640.1353587962963,2.640135358796296,J56,2140.6590891522446,10.512614294013176,499.4762696440516,18.918585669477768,1.0,228107.695,184952.94530275394,43154.749697246065,"Moderate shortage: partial supply, review local distribution trunk and pressures."
57,C.V. Ramannagar,3244,81.322603,941.2338310185185,0.9412338310185184,J57,929.7392993693153,96.45248541913676,11.494531649203168,1.2212195599434439,1.7290497083827354,81322.603,80329.47546550885,993.1275344911538,Satisfactory supply.
58,Hosathippasandra,6020,151.458424,1752.9910185185186,1.7529910185185185,J58,1575.775392071425,48.595041950821965,177.21562644709365,10.109328831408474,1.0,151458.424,136146.99387497111,15311.430125028894,"Moderate shortage: partial supply, review local distribution trunk and pressures."
59,Maruthiseva Nagar,5577,161.298277,1866.8782060185185,1.8668782060185185,J59,1537.7371091725006,90.80198780323644,329.14109684601794,17.630560782429157,1.6160397560647288,161298.277,132860.48623250407,28437.790767495953,"Moderate shortage: partial supply, review local distribution trunk and pressures."
60,Sagayapuram,4406,98.364688,1138.480185185185,1.1384801851851851,J60,1136.1105004322746,98.30836174537733,2.369684752910416,0.2081445758781444,1.7661672349075466,98364.688,98159.94723734853,204.74076265145996,Satisfactory supply.
61,S.K. Garden,2880,79.395742,918.932199074074,0.918932199074074,J61,916.7167953028566,10.096396699359515,2.2154037712174386,0.24108457331778158,1.0,79395.742,79204.33111416681,191.4108858331867,Satisfactory supply.
62,Ramaswamy palya,3129,78.750696,911.4663888888888,0.9114663888888888,J62,898.0661589803478,117.38437017542375,13.40022990854095,1.4701836591995814,2.147687403508475,78750.696,77592.91613590207,1157.7798640979381,Satisfactory supply.
63,Jayamahal,3072,119.963553,1388.467048611111,1.388467048611111,J63,1326.587605754921,9.181717845406048,61.87944285619005,4.45667348880107,1.0,119963.553,114617.16913722518,5346.383862774821,Satisfactory supply.
64,Rajamahal,3692,92.203438,1067.1694212962964,1.0671694212962963,J64,1023.4210821857732,85.06264420391894,43.74833911052315,4.099474576153224,1.5012528840783788,92203.43800000001,88423.5815008508,3779.8564991492003,Satisfactory supply.
65,Kadumalleshwara,5601,157.508054,1823.0098842592597,1.8230098842592597,J65,1547.658357992198,8.674607141758154,275.3515262670617,15.104225635010463,1.0,157508.05400000006,133717.6821305259,23790.37186947413,"Moderate shortage: partial supply, review local distribution trunk and pressures."
66,Subramanyanagar,4280,121.23062,1403.132175925926,1.403132175925926,J66,1376.1255622019876,121.28155930798981,27.00661372393847,1.9247376824009343,2.225631186159796,121230.62000000002,118897.24857425173,2333.3714257482843,Satisfactory supply.
67,Nagapura,5780,176.13729,2038.6260416666669,2.038626041666667,J67,1672.8530882991238,9.100661391541614,365.7729533675431,17.942130920122434,1.0,176137.29000000004,144534.50682904432,31602.783170955725,"Moderate shortage: partial supply, review local distribution trunk and pressures."
68,Mahalakshmipuram,5090,119.764729,1386.1658449074077,1.3861658449074077,J68,1346.8781846804272,9.592294508275241,39.287660226980506,2.834268379308164,1.0,119764.72900000004,116370.27515638892,3394.453843611116,Satisfactory supply.
69,Laggere,10212,248.021244,2870.61625,2.87061625,J69,2324.944244441624,76.19498931794385,545.672005558376,19.008880255533146,1.323899786358877,248021.244,200875.18271975633,47146.06128024369,"Moderate shortage: partial supply, review local distribution trunk and pressures."
70,Rajagopalanagar,8244,201.164368,2328.2912962962964,2.3282912962962965,J70,1938.4421936680528,11.431558801105627,389.8491026282436,16.744000342585643,1.0,201164.36800000002,167481.40553291977,33682.96246708025,"Moderate shortage: partial supply, review local distribution trunk and pressures."
71,Hegganahalli,8643,241.877364,2799.506527777777,2.799506527777777,J71,2377.0671255333773,8.788101540199262,422.43940224439984,15.089780932917787,1.0,241877.36399999997,205378.5996460838,36498.76435391615,"Moderate shortage: partial supply, review local distribution trunk and pressures."
72,herohalli,10672,206.230903,2386.931747685185,2.386931747685185,J72,2026.648376516393,105.01643253210113,360.2833711687922,15.093995524513437,1.9003286506420227,206230.90300000002,175102.41973101636,31128.483268983648,"Moderate shortage: partial supply, review local distribution trunk and pressures."
73,Kottigepalya,8452,204.271573,2364.2543171296293,2.364254317129629,J73,2068.539737050751,11.219904580662615,295.7145800788785,12.507731420277018,1.0,204271.57299999997,178721.83328118487,25549.739718815104,"Moderate shortage: partial supply, review local distribution trunk and pressures."
74,Shakthiganapathi nagar,6108,161.789599,1872.5648032407407,1.8725648032407407,J74,1518.7468423901348,8.759494875123746,353.8179608506059,18.894831315758655,1.0,161789.59900000002,131219.72718250766,30569.871817492352,"Moderate shortage: partial supply, review local distribution trunk and pressures."
75,Shankaramata,5206,148.415701,1717.7743171296297,1.7177743171296298,J75,1414.1797210372906,85.80790604019127,303.5945960923391,17.67371843116389,1.5161581208038255,148415.70100000003,122185.12789762192,26230.573102378097,"Moderate shortage: partial supply, review local distribution trunk and pressures."
76,Gayathrinagar,4371,118.492529,1371.4413078703703,1.3714413078703704,J76,1360.613463379898,131.51178694805427,10.827844490472444,0.7895229951390599,2.4302357389610854,118492.52900000001,117557.00323602319,935.5257639768192,Satisfactory supply.
77,Dattathreya Temple,4480,115.808363,1340.3745717592592,1.3403745717592592,J77,1316.459349409237,10.970125071619753,23.915222350022304,1.7842193409140297,1.0,115808.363,113742.08778895807,2066.2752110419274,Satisfactory supply.
78,Pulikeshinagar,3576,118.685301,1373.6724652777777,1.3736724652777776,J78,1328.955995133008,141.02068951573975,44.7164701447698,3.2552497975365213,2.620413790314795,118685.301,114821.7979794919,3863.503020508111,Satisfactory supply.
79,Sarvagnanagar,3434,79.998555,925.9092013888887,0.9259092013888888,J79,914.6566243450446,11.333306750053744,11.252577043844099,1.2153002720963277,1.0,79998.555,79026.33234341186,972.2226565881302,Satisfactory supply.
80,Hoysalanagar,5465,154.061095,1783.114525462963,1.783114525462963,J80,1442.9245350509516,10.761672194541969,340.1899904120114,19.07841507396646,1.0,154061.095,124668.67982840222,29392.41517159779,"Moderate shortage: partial supply, review local distribution trunk and pressures."
81,Vignananagar,7018,199.512806,2309.1759953703704,2.3091759953703703,J81,1891.4797788063934,10.34662912095066,417.69621656397703,18.088539695606112,1.0,199512.806,163423.8528888724,36088.953111127616,"Moderate shortage: partial supply, review local distribution trunk and pressures."
82,Garudacharpalya,4339,188.172849,2177.926493055556,2.1779264930555557,J82,1791.449414178335,117.05722819821985,386.47707887722095,17.745184702492274,2.1411445639643967,188172.84900000005,154781.22938500816,33391.61961499189,"Moderate shortage: partial supply, review local distribution trunk and pressures."
83,Kadugodi,937,46.608975,539.4557291666666,0.5394557291666666,J83,530.2867053029868,11.214908856725437,9.169023863679854,1.6996805053574755,1.0,46608.975,45816.77133817806,792.2036618219395,Satisfactory supply.
84,Hagadooru,1998,123.214916,1426.0985648148148,1.4260985648148148,J84,1419.8580322148864,9.629739877253309,6.240532599928429,0.43759476055140617,1.0,123214.91600000001,122675.7339833662,539.1820166338163,Satisfactory supply.
85,Doddanekkundi,6600,439.342802,5084.98613425926,5.08498613425926,J85,4225.5379889526375,62.054102504467565,859.4481453066228,16.901681196655225,1.0410820500893514,439342.80200000014,365086.4822455079,74256.31975449221,"Moderate shortage: partial supply, review local distribution trunk and pressures."
86,Marathalli,4592,158.856624,1838.6183333333329,1.8386183333333328,J86,1584.093592114067,105.15185772534007,254.52474121926593,13.843261355815153,1.9030371545068014,158856.62399999998,136865.6863586554,21990.93764134458,"Moderate shortage: partial supply, review local distribution trunk and pressures."
87,HAL Airport,4369,93.435892,1081.4339351851852,1.0814339351851852,J87,1038.017370816102,113.81848174914747,43.41656436908329,4.014721838893341,2.0763696349829495,93435.892,89684.70083851121,3751.1911614887963,Satisfactory supply.
88,Jeevanbhimanagar,6008,152.305768,1762.7982407407408,1.7627982407407408,J88,1572.9067893839865,136.4235692009382,189.89145135675426,10.772160248864356,2.528471384018764,152305.768,135899.14660277645,16406.621397223567,"Moderate shortage: partial supply, review local distribution trunk and pressures."
89,Jogupalya,4071,128.261486,1484.5079398148148,1.4845079398148149,J89,1441.2381772499677,86.31290918491884,43.26976256484704,2.9147545394903536,1.5262581836983768,128261.486,124522.97851439723,3738.5074856027845,Satisfactory supply.
90,Ulsoor,5605,327.026064,3785.023888888889,3.785023888888889,J90,3128.759973265397,84.27803083752707,656.2639156234918,17.338435235507617,1.4855606167505413,327026.064,270324.8616901303,56701.202309869695,"Moderate shortage: partial supply, review local distribution trunk and pressures."
91,Bharathinagar,2232,96.06074,1111.8141203703703,1.1118141203703704,J91,1098.9695741501394,14.25021075911579,12.844546220230995,1.155278205672742,1.0,96060.74,94950.97120657205,1109.7687934279581,Satisfactory supply.
92,Shivajinagar,5135,208.052563,2408.015775462963,2.408015775462963,J92,2022.0397583354572,8.73427352350963,385.9760171275059,16.028799356735878,1.0,208052.56300000002,174704.23512018353,33348.32787981651,"Moderate shortage: partial supply, review local distribution trunk and pressures."
93,Vasanthnagar,3732,253.786112,2937.339259259259,2.937339259259259,J93,2393.537751053847,9.679770515550723,543.8015082054121,18.51340482687548,1.0,253786.112,206801.6616910524,46984.45030894761,"Moderate shortage: partial supply, review local distribution trunk and pressures."
94,Gandhinagar,4770,384.449458,4449.64650462963,4.44964650462963,J94,3596.6732354319697,10.821170380510463,852.9732691976601,19.169461401263785,1.0,384449.45800000004,310752.5675413222,73696.89045867784,"Moderate shortage: partial supply, review local distribution trunk and pressures."
95,Subhashnagar,3091,59.783722,691.9412268518519,0.6919412268518519,J95,666.3223211805847,75.39580032147738,25.618905671267157,3.7024684578813654,1.3079160064295476,59783.722,57570.24855000252,2213.4734499974825,Satisfactory supply.
96,Okalipuram,3419,131.033607,1516.592673611111,1.516592673611111,J96,1301.4538181885735,18.423838339279005,215.13885542253752,14.185671549518775,1.0,131033.60699999999,112445.60989149276,18587.997108507243,"Moderate shortage: partial supply, review local distribution trunk and pressures."
97,Dayanandanagar,3496,84.843577,981.9858449074076,0.9819858449074076,J97,937.097439233138,108.04204011237867,44.88840567426962,4.571186632379837,1.9608408022475734,84843.57700000002,80965.21874974313,3878.3582502568956,Satisfactory supply.
98,Prakashnagar,3074,82.649624,956.5928703703704,0.9565928703703704,J98,947.9966056564944,11.314332778091863,8.596264713876053,0.8986335754883664,1.0,82649.62400000001,81906.90672872112,742.7172712788911,Satisfactory supply.
99,Rajajinagar,3920,115.832573,1340.6547800925923,1.3406547800925923,J99,1292.8624527573638,72.52873791013667,47.79232733522849,3.5648496574135007,1.2505747582027333,115832.57299999999,111703.31591823624,4129.257081763742,Satisfactory supply.
100,Basaveshwaranagar,5763,172.070536,1991.5571296296293,1.9915571296296293,J100,1657.7934871991768,100.67711847909693,333.7636424304526,16.758928853450602,1.8135423695819388,172070.536,143233.3572940089,28837.178705991108,"Moderate shortage: partial supply, review local distribution trunk and pressures."
101,Kamakshipalya,3682,95.97975,1110.876736111111,1.1108767361111112,J101,1096.9546613769369,9.660558273975926,13.922074734174203,1.2532510837261517,1.0,95979.75,94776.88274296735,1202.8672570326512,Satisfactory supply.
102,Vrushabhavathi Nagar,4171,99.551777,1152.2196412037038,1.1522196412037038,J102,1117.0249208927744,10.930968103632928,35.19472031092937,3.0545148730637903,1.0,99551.77700000002,96510.95316513571,3040.8238348642976,Satisfactory supply.
103,Kaveripura,5037,108.619788,1257.1734722222222,1.2571734722222223,J103,1255.5068829498477,8.664001010549683,1.6665892723744946,0.1325663728354509,1.0,108619.78800000002,108475.79468686685,143.99331313315633,Satisfactory supply.
104,Govindrajnagara,2877,67.934803,786.2824421296297,0.7862824421296296,J104,750.7159514988393,94.6713595252233,35.56649063079033,4.523373373880666,1.6934271905044658,67934.803,64861.858209499725,3072.9447905002844,Satisfactory supply.
105,Agrahara Dasarahalli,3209,93.150714,1078.133263888889,1.078133263888889,J105,1060.0919176284665,103.69433165005397,18.041346260422415,1.6733874062419927,1.8738866330010793,93150.714,91591.94168309952,1558.7723169004967,Satisfactory supply.
106,Dr. Rajkumar Ward,2469,85.758641,992.576863425926,0.992576863425926,J106,985.9410681132691,119.23707344737674,6.63579531265691,0.6685422114064948,2.184741468947535,85758.64100000002,85185.30828498646,573.332715013557,Satisfactory supply.
107,Shivanagar,2454,88.380684,1022.9245833333333,1.0229245833333334,J107,985.546241489039,89.3227953467698,37.37834184429437,3.654066238440781,1.586455906935396,88380.68400000001,85151.19526465297,3229.4887353470335,Satisfactory supply.
108,Srirammandira ward,4675,118.221152,1368.3003703703703,1.3683003703703702,J108,1331.83625635664,10.440222971062061,36.464114013730295,2.6649202765223414,1.0,118221.152,115070.6525492137,3150.4994507862975,Satisfactory supply.
109,Chikpet,5597,113.139306,1309.4827083333332,1.3094827083333331,J109,1272.589592966902,84.31048531950768,36.893115366431175,2.8173808735044332,1.4862097063901536,113139.306,109951.74083234035,3187.5651676596535,Satisfactory supply.
110,Sampangiramnagar,3008,132.975356,1539.0666203703704,1.5390666203703705,J110,1323.7585662443294,94.7755831271072,215.30805412604104,13.989521394091959,1.695511662542144,132975.356,114372.74012351007,18602.61587648995,"Moderate shortage: partial supply, review local distribution trunk and pressures."
111,Shanthala Nagar,3775,234.345048,2712.3269444444445,2.7123269444444444,J111,2183.728017205228,127.85650099902966,528.5989272392167,19.488761423910404,2.3571300199805933,234345.048,188674.1006865317,45670.94731346832,"Moderate shortage: partial supply, review local distribution trunk and pressures."
112,Dommalur,4756,198.061445,2292.377835648148,2.292377835648148,J112,1859.742729897094,10.31294087548237,432.63510575105397,18.872766043331183,1.0,198061.445,160681.77186310894,37379.67313689106,"Moderate shortage: partial supply, review local distribution trunk and pressures."
113,Konena Agrahara,3932,131.062724,1516.9296759259262,1.516929675925926,J113,1364.3098479292466,9.548692105282386,152.61982799667953,10.061101079291705,1.0,131062.72400000003,117876.37086108692,13186.353138913113,"Moderate shortage: partial supply, review local distribution trunk and pressures."
114,Agaram,2928,157.703739,1825.2747569444443,1.8252747569444443,J114,1471.0173923272841,10.156539742668476,354.2573646171602,19.408440470090973,1.0,157703.739,127095.90269707736,30607.836302922642,"Moderate shortage: partial supply, review local distribution trunk and pressures."
115,Vannarpet,5170,108.512011,1255.9260532407407,1.2559260532407406,J115,1238.914788795962,93.61976886547141,17.01126444477859,1.354479780149748,1.6723953773094284,108512.011,107042.23775197113,1469.7732480288703,Satisfactory supply.
